cat__Parental_Involvement_Low,cat__Parental_Involvement_Medium,cat__Access_to_Resources_Low,cat__Access_to_Resources_Medium,cat__Extracurricular_Activities_Yes,cat__Motivation_Level_Low,cat__Motivation_Level_Medium,cat__Internet_Access_Yes,cat__Parental_Education_Level_High School,cat__Parental_Education_Level_Postgraduate,cat__Learning_Disabilities_Yes,cat__Teacher_Quality_Low,cat__Teacher_Quality_Medium,cat__Family_Income_Low,cat__Family_Income_Medium,cat__Distance_from_Home_Moderate,cat__Distance_from_Home_Near,cat__Peer_Influence_Neutral,cat__Peer_Influence_Positive,remainder__Attendance,remainder__Hours_Studied,remainder__Previous_Scores,remainder__Tutoring_Sessions,Exam_Grade
0.5427695803804556,0.45723041961954436,0.45723041961954436,0.5427695803804556,1.0,1.0,0.0,1.0,0.45723041961954436,0.0,0.45723041961954436,0.0,1.0,0.5427695803804556,0.0,1.0,0.0,0.0,0.45723041961954436,69.0,11.914460839239089,66.37169125885863,0.0,pass
0.45037769889396506,0.0,0.5496223011060349,0.0,0.5496223011060349,0.0,0.45037769889396506,1.0,0.0,0.0,0.5496223011060349,0.0,1.0,1.0,0.0,0.5496223011060349,0.0,0.0,0.0,65.54962230110604,6.09924460221207,69.35113309668189,0.0,pass
0.112182359664181,0.887817640335819,1.0,0.0,0.887817640335819,0.112182359664181,0.887817640335819,1.0,0.887817640335819,0.0,0.0,0.0,0.887817640335819,0.0,1.0,0.0,1.0,0.0,1.0,61.67309415798508,8.0,77.88781764033583,0.112182359664181,pass
0.0,1.0,1.0,0.0,0.8953393660921037,0.8953393660921037,0.10466063390789626,1.0,1.0,0.0,0.10466063390789626,0.0,1.0,0.10466063390789626,0.8953393660921037,0.0,1.0,0.0,0.10466063390789626,64.0,9.31398190172369,67.8953393660921,0.3139819017236888,pass
1.0,0.0,1.0,0.0,0.8226479271938894,0.17735207280611065,0.8226479271938894,1.0,1.0,0.0,0.8226479271938894,0.8226479271938894,0.17735207280611065,0.8226479271938894,0.0,0.0,1.0,0.0,1.0,62.645295854387776,13.82264792719389,72.17735207280612,2.8226479271938896,pass
1.0,0.0,0.0,0.7899526627079304,0.0,0.2100473372920696,0.7899526627079304,1.0,0.7899526627079304,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7899526627079304,0.0,0.0,62.36985798812379,13.420094674584139,88.6301420118762,0.0,pass
0.0,0.39408364851003186,0.6059163514899681,0.0,0.6059163514899681,0.0,0.0,1.0,0.39408364851003186,0.0,1.0,0.39408364851003186,0.6059163514899681,1.0,0.0,0.6059163514899681,0.0,0.39408364851003186,0.0,65.21183270297993,7.0,68.78816729702007,1.5763345940401274,pass
0.0,1.0,0.3166024348274129,0.6833975651725871,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6833975651725871,0.3166024348274129,0.0,0.3166024348274129,65.36679513034517,10.0,74.63320486965483,1.6833975651725872,pass
0.0,0.400155272865399,0.0,0.599844727134601,1.0,0.599844727134601,0.0,1.0,0.0,0.0,0.400155272865399,1.0,0.0,0.400155272865399,0.599844727134601,1.0,0.0,0.0,0.599844727134601,62.4001552728654,8.600621091461596,51.0,0.0,pass
0.0,1.0,0.8495045019274144,0.15049549807258555,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15049549807258555,0.8495045019274144,0.0,0.8495045019274144,64.30099099614517,10.0,75.69900900385483,1.1504954980725857,pass
0.49642992559644505,0.503570074403555,0.503570074403555,0.49642992559644505,0.0,0.503570074403555,0.49642992559644505,0.49642992559644505,1.0,0.0,0.0,0.0,0.49642992559644505,0.49642992559644505,0.503570074403555,0.503570074403555,0.49642992559644505,0.49642992559644505,0.0,66.02142044642133,5.489289776789335,94.98571970238578,1.503570074403555,pass
1.0,0.0,0.0,0.0,1.0,0.8016425898313673,0.19835741016863273,1.0,0.19835741016863273,0.0,0.0,0.0,0.19835741016863273,0.0,1.0,1.0,0.0,0.19835741016863273,0.8016425898313673,61.80164258983137,8.008212949156835,58.991787050843165,0.7934296406745309,pass
1.0,0.0,0.0,1.0,0.44153401037889695,0.44153401037889695,0.0,1.0,1.0,0.0,1.0,0.0,0.558465989621103,0.558465989621103,0.0,0.44153401037889695,0.0,0.44153401037889695,0.558465989621103,60.0,14.32460203113669,66.5584659896211,1.0,pass
1.0,0.0,0.4906135758981991,0.5093864241018009,1.0,0.0,1.0,0.4906135758981991,1.0,0.0,0.4906135758981991,0.4906135758981991,0.5093864241018009,1.0,0.0,0.0,1.0,0.5093864241018009,0.4906135758981991,61.981227151796396,14.0,71.4906135758982,2.490613575898199,pass
0.8487675852813142,0.0,0.0,0.15123241471868576,1.0,0.15123241471868576,0.8487675852813142,1.0,0.0,0.8487675852813142,0.8487675852813142,0.15123241471868576,0.8487675852813142,0.0,1.0,0.15123241471868576,0.0,0.0,1.0,61.151232414718685,8.69753517056263,52.69753517056263,0.0,pass
0.2939418853619692,0.7060581146380308,0.7060581146380308,0.2939418853619692,1.0,1.0,0.0,1.0,0.7060581146380308,0.2939418853619692,0.7060581146380308,0.0,1.0,0.0,0.2939418853619692,0.7060581146380308,0.0,0.0,0.7060581146380308,71.93941885361969,10.060581146380308,66.82423245855212,0.0,pass
0.5095455914802153,0.4904544085197847,1.0,0.0,1.0,0.0,0.5095455914802153,0.5095455914802153,0.0,0.0,1.0,0.5095455914802153,0.4904544085197847,0.0,1.0,0.0,1.0,1.0,0.0,66.03818236592086,12.01909118296043,66.49045440851978,0.4904544085197847,pass
0.25769564818917967,0.0,0.7423043518108203,0.25769564818917967,0.0,0.7423043518108203,0.0,1.0,0.25769564818917967,0.0,0.25769564818917967,0.0,1.0,0.25769564818917967,0.7423043518108203,0.0,0.0,0.7423043518108203,0.25769564818917967,60.0,13.0,64.77308694456754,1.0,pass
0.11507325315503336,0.0,0.0,0.11507325315503336,0.11507325315503336,0.11507325315503336,0.8849267468449666,0.11507325315503336,0.8849267468449666,0.11507325315503336,0.0,0.8849267468449666,0.11507325315503336,0.8849267468449666,0.11507325315503336,0.0,0.8849267468449666,0.8849267468449666,0.0,66.61102554417047,5.6547802405349,62.230146506310064,2.6547802405349,pass
1.0,0.0,1.0,0.0,0.5770204016905583,0.42297959830944165,0.5770204016905583,1.0,1.0,0.0,0.5770204016905583,0.5770204016905583,0.42297959830944165,0.5770204016905583,0.0,0.0,1.0,0.0,1.0,62.154040803381115,13.57702040169056,72.42297959830944,2.5770204016905582,pass
0.0,0.2211476101106934,1.0,0.0,0.2211476101106934,0.7788523898893066,0.0,0.0,0.7788523898893066,0.0,0.2211476101106934,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,61.66344283033208,12.557704779778613,67.77885238988931,1.0,pass
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7308802473619896,1.0,0.0,0.0,0.7308802473619896,0.7308802473619896,0.26911975263801036,62.92352098944796,15.0,60.07647901055204,0.0,pass
0.0,1.0,0.1968669110637541,0.8031330889362459,0.0,1.0,0.0,0.1968669110637541,1.0,0.0,0.0,0.8031330889362459,0.1968669110637541,0.1968669110637541,0.8031330889362459,0.0,1.0,0.0,1.0,60.78746764425502,10.0,72.78746764425502,2.6062661778724916,pass
0.04414556208745546,0.9558544379125445,0.04414556208745546,0.9558544379125445,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9558544379125445,0.0,0.9558544379125445,0.04414556208745546,0.0,0.04414556208745546,65.77927218956272,10.132436686262366,73.95585443791255,2.0,pass
0.9920921870288201,0.0,0.0,0.0,0.0,0.007907812971179928,0.9920921870288201,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.007907812971179928,64.97627656108646,5.0,71.0,0.007907812971179928,pass
0.0,0.13035167971479178,0.13035167971479178,0.8696483202852082,0.8696483202852082,1.0,0.0,0.13035167971479178,0.8696483202852082,0.0,0.0,0.13035167971479178,0.8696483202852082,0.8696483202852082,0.13035167971479178,0.0,0.13035167971479178,1.0,0.0,61.260703359429584,18.47859328114083,52.391055039144376,0.8696483202852082,pass
0.0,0.7960685253969374,1.0,0.0,1.0,0.7960685253969374,0.0,1.0,0.7960685253969374,0.0,0.2039314746030626,0.0,1.0,0.2039314746030626,0.7960685253969374,0.2039314746030626,0.7960685253969374,0.0,0.0,64.40786294920612,8.592137050793875,68.0,0.0,pass
0.0,0.6052246832283171,0.6052246832283171,0.0,0.6052246832283171,1.0,0.0,1.0,0.0,0.6052246832283171,0.0,0.0,1.0,1.0,0.0,0.0,0.6052246832283171,0.0,1.0,60.789550633543364,3.7895506335433655,75.23657278259822,1.0,pass
0.5077838167125331,0.49221618328746686,0.49221618328746686,0.5077838167125331,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.49221618328746686,0.5077838167125331,0.5077838167125331,0.49221618328746686,61.0,14.031135266850132,51.49221618328747,1.492216183287467,pass
0.11934942253542213,0.8806505774645779,0.0,0.0,0.0,0.0,0.11934942253542213,1.0,0.8806505774645779,0.0,0.8806505774645779,0.8806505774645779,0.11934942253542213,1.0,0.0,0.0,0.0,0.8806505774645779,0.0,64.11934942253542,6.761301154929155,70.11934942253542,3.5226023098583115,pass
0.0,1.0,0.41291118958921325,0.0,0.5870888104107868,1.0,0.0,0.5870888104107868,1.0,0.0,0.0,0.5870888104107868,0.0,0.5870888104107868,0.41291118958921325,0.41291118958921325,0.0,0.0,0.5870888104107868,66.65164475835685,4.587088810410787,95.93544405205394,1.4129111895892132,pass
0.0,0.5374937536732345,1.0,0.0,0.0,0.4625062463267655,0.5374937536732345,1.0,0.5374937536732345,0.0,0.0,0.0,1.0,0.5374937536732345,0.4625062463267655,0.0,0.0,0.4625062463267655,0.5374937536732345,60.0,15.149975014692938,65.07498750734646,0.4625062463267655,pass
0.04929966240916994,0.0,0.9507003375908301,0.04929966240916994,0.0,0.9507003375908301,0.0,0.04929966240916994,1.0,0.0,0.04929966240916994,0.0,1.0,0.04929966240916994,0.9507003375908301,0.0,0.9507003375908301,0.9507003375908301,0.04929966240916994,60.95070033759083,13.0,67.95070033759083,1.0,pass
0.0,0.9976525261325468,0.0,0.0,0.9976525261325468,0.0,1.0,0.9976525261325468,1.0,0.0,0.0,0.0023474738674531537,0.0,0.0023474738674531537,0.9976525261325468,0.0,0.0023474738674531537,0.0023474738674531537,0.0,64.00234747386746,4.004694947734906,64.99295757839764,1.0046949477349063,pass
0.7552001269982741,0.2447998730017259,1.0,0.0,0.0,0.2447998730017259,0.7552001269982741,1.0,0.0,0.0,0.0,0.2447998730017259,0.7552001269982741,0.0,1.0,0.0,1.0,1.0,0.0,61.48959974600345,17.265600380994822,54.244799873001725,0.0,pass
0.0,1.0,0.3194169070812327,0.6805830929187673,0.3194169070812327,0.3194169070812327,0.0,1.0,0.6805830929187673,0.3194169070812327,0.0,0.0,1.0,0.3194169070812327,0.0,0.0,0.3194169070812327,0.6805830929187673,0.3194169070812327,61.36116618583753,3.6805830929187673,78.0,2.3611661858375346,pass
0.8787351066408633,0.1212648933591367,0.0,1.0,0.8787351066408633,0.1212648933591367,0.8787351066408633,0.8787351066408633,0.8787351066408633,0.0,0.8787351066408633,0.8787351066408633,0.1212648933591367,0.1212648933591367,0.8787351066408633,0.0,1.0,0.1212648933591367,0.0,65.75747021328172,15.514940426563452,51.87873510664086,1.1212648933591367,pass
0.8862380411954506,0.11376195880454942,0.11376195880454942,0.0,1.0,0.11376195880454942,0.8862380411954506,1.0,0.11376195880454942,0.8862380411954506,0.8862380411954506,0.0,1.0,0.11376195880454942,0.8862380411954506,0.11376195880454942,0.0,0.0,1.0,61.0,9.341285876413648,52.88623804119545,0.22752391760909885,pass
0.4109606080359033,0.0,0.5890393919640967,0.4109606080359033,0.0,0.5890393919640967,0.0,0.4109606080359033,1.0,0.0,0.4109606080359033,0.0,1.0,0.4109606080359033,0.5890393919640967,0.0,0.5890393919640967,0.5890393919640967,0.4109606080359033,60.5890393919641,13.0,67.58903939196409,1.0,pass
0.6478370386082265,0.3521629613917735,0.6478370386082265,0.0,0.3521629613917735,0.3521629613917735,0.6478370386082265,1.0,0.3521629613917735,0.0,0.0,0.3521629613917735,0.6478370386082265,0.3521629613917735,0.6478370386082265,0.6478370386082265,0.0,0.6478370386082265,0.3521629613917735,64.35216296139177,10.182696308865811,91.52162961391774,1.0,pass
0.7120719922479305,0.0,0.0,0.0,0.0,0.2879280077520695,0.7120719922479305,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2879280077520695,64.13621597674378,5.0,71.0,0.2879280077520695,pass
1.0,0.0,0.17845067409837478,0.8215493259016252,1.0,1.0,0.0,1.0,0.17845067409837478,0.0,0.0,0.0,1.0,1.0,0.0,0.8215493259016252,0.0,0.17845067409837478,0.0,68.64309865180326,11.535352022295124,65.17845067409837,0.0,pass
0.0,1.0,0.9204118526279575,0.07958814737204245,0.9204118526279575,1.0,0.0,0.9204118526279575,0.9204118526279575,0.0,0.0,0.0,1.0,1.0,0.0,0.9204118526279575,0.07958814737204245,0.07958814737204245,0.9204118526279575,61.23876444211613,12.0,51.92041185262796,2.0,pass
0.9403970339455442,0.05960296605445581,0.0,0.05960296605445581,1.0,0.9403970339455442,0.05960296605445581,1.0,0.0,0.05960296605445581,0.0,0.0,0.05960296605445581,0.05960296605445581,0.9403970339455442,0.9403970339455442,0.05960296605445581,0.05960296605445581,0.9403970339455442,61.88079406789109,8.70198516972772,57.82119110183663,0.11920593210891162,pass
0.0,0.7393336174378983,0.0,0.7393336174378983,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7393336174378983,0.0,0.0,1.0,65.6966680871895,2.7819991476863053,72.4786672348758,1.0,pass
1.0,0.0,1.0,0.0,1.0,0.8533464976087238,0.14665350239127617,1.0,0.8533464976087238,0.0,0.14665350239127617,0.14665350239127617,0.8533464976087238,0.8533464976087238,0.14665350239127617,0.0,0.14665350239127617,1.0,0.0,67.14665350239127,13.853346497608724,66.0,0.0,pass
0.0,0.8634914504628183,1.0,0.0,0.0,0.13650854953718172,0.8634914504628183,0.8634914504628183,1.0,0.0,0.8634914504628183,0.0,1.0,0.8634914504628183,0.13650854953718172,0.0,1.0,0.13650854953718172,0.8634914504628183,63.59047435138845,12.136508549537181,67.13650854953718,2.7269829009256368,pass
0.7725225917625445,0.22747740823745555,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.22747740823745555,0.0,1.0,0.7725225917625445,0.0,0.22747740823745555,0.0,0.7725225917625445,0.22747740823745555,67.45495481647491,13.772522591762545,66.45495481647491,0.0,pass
1.0,0.0,0.8311663933474299,0.16883360665257008,1.0,1.0,0.0,1.0,0.8311663933474299,0.0,0.0,0.0,1.0,1.0,0.0,0.16883360665257008,0.0,0.8311663933474299,0.0,67.33766721330514,13.49349918004229,65.83116639334743,0.0,pass
0.0,0.8218014592542003,1.0,0.0,1.0,0.0,0.0,0.17819854074579966,0.0,0.0,1.0,0.0,1.0,0.17819854074579966,0.8218014592542003,0.17819854074579966,0.8218014592542003,0.8218014592542003,0.0,64.3563970814916,10.287205837016801,67.1781985407458,0.8218014592542003,pass
0.0,0.2307494407584133,0.7692505592415867,0.0,1.0,0.0,0.2307494407584133,1.0,0.2307494407584133,0.0,0.7692505592415867,0.0,0.7692505592415867,0.7692505592415867,0.2307494407584133,0.7692505592415867,0.0,0.0,0.0,65.53850111848317,6.3077516777247595,67.30775167772477,0.2307494407584133,pass
0.0,0.4032770098937829,0.0,1.0,1.0,0.5967229901062171,0.4032770098937829,1.0,0.0,0.4032770098937829,0.0,0.5967229901062171,0.4032770098937829,0.4032770098937829,0.5967229901062171,0.5967229901062171,0.4032770098937829,0.4032770098937829,0.5967229901062171,61.19344598021243,5.790168970318652,52.61310803957513,0.8065540197875658,pass
0.6627979648310472,0.33720203516895275,0.0,0.0,0.6627979648310472,1.0,0.0,1.0,0.33720203516895275,0.0,0.33720203516895275,0.33720203516895275,0.0,0.33720203516895275,0.6627979648310472,1.0,0.0,0.33720203516895275,0.6627979648310472,62.67440407033791,10.34880814067581,57.66279796483105,0.33720203516895275,pass
0.0,0.2625086042665441,0.7374913957334559,0.0,0.7374913957334559,0.0,0.0,1.0,0.2625086042665441,0.0,1.0,0.2625086042665441,0.7374913957334559,1.0,0.0,0.7374913957334559,0.0,0.2625086042665441,0.0,65.47498279146691,7.0,68.52501720853309,1.0500344170661764,pass
0.878110787919641,0.12188921208035897,0.12188921208035897,0.878110787919641,1.0,1.0,0.0,1.0,0.12188921208035897,0.0,0.12188921208035897,0.0,1.0,0.878110787919641,0.0,1.0,0.0,0.0,0.12188921208035897,69.0,11.243778424160718,65.36566763624107,0.0,pass
0.4902429330991286,0.5097570669008714,0.0,1.0,0.0,0.5097570669008714,0.4902429330991286,1.0,1.0,0.0,0.5097570669008714,0.0,1.0,1.0,0.0,0.0,0.4902429330991286,1.0,0.0,68.09757066900872,6.490242933099129,94.96097173239652,0.4902429330991286,pass
0.0,0.0,0.4147391244901535,0.5852608755098465,0.0,1.0,0.0,1.0,0.5852608755098465,0.0,0.5852608755098465,0.0,0.4147391244901535,0.5852608755098465,0.4147391244901535,0.0,0.0,0.4147391244901535,0.5852608755098465,60.0,14.170521751019693,63.414739124490154,0.4147391244901535,pass
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6406610094842128,1.0,0.0,0.0,0.6406610094842128,0.6406610094842128,0.3593389905157872,62.56264403793685,15.0,60.43735596206315,0.0,pass
0.0,1.0,0.47535906768086855,0.5246409323191314,0.47535906768086855,0.0,0.47535906768086855,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.47535906768086855,0.0,0.47535906768086855,0.5246409323191314,0.47535906768086855,61.52464093231913,5.901436270723474,78.0,1.5739227969573943,pass
0.6364855426307333,0.0,1.0,0.0,0.6364855426307333,0.3635144573692667,0.6364855426307333,0.6364855426307333,1.0,0.0,0.6364855426307333,0.6364855426307333,0.3635144573692667,0.6364855426307333,0.3635144573692667,0.0,1.0,0.3635144573692667,0.6364855426307333,62.27297108526147,13.636485542630734,70.54594217052293,2.2729710852614664,pass
0.35899394267929874,0.0,0.0,1.0,0.35899394267929874,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6410060573207013,0.0,0.35899394267929874,0.0,0.35899394267929874,0.6410060573207013,60.0,15.358993942679298,64.0769818280379,0.35899394267929874,pass
1.0,0.0,1.0,0.0,0.9012592077965633,0.9012592077965633,0.09874079220343668,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.09874079220343668,0.0,1.0,0.0,64.0,14.802518415593127,84.39496316881375,0.09874079220343668,pass
0.16392026204694488,0.8360797379530551,1.0,0.0,1.0,0.0,0.16392026204694488,0.16392026204694488,0.0,0.0,1.0,0.16392026204694488,0.8360797379530551,0.0,1.0,0.0,1.0,1.0,0.0,64.65568104818777,11.32784052409389,66.83607973795306,0.8360797379530551,pass
0.3814088099031234,0.6185911900968766,0.6185911900968766,0.3814088099031234,0.0,0.0,0.6185911900968766,1.0,1.0,0.0,0.3814088099031234,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,60.0,15.474364760387505,66.38140880990312,0.3814088099031234,pass
0.0,0.8591313960491387,0.0,0.8591313960491387,0.8591313960491387,0.14086860395086132,0.8591313960491387,1.0,0.8591313960491387,0.0,0.0,0.0,0.14086860395086132,0.14086860395086132,0.8591313960491387,0.8591313960491387,0.0,0.8591313960491387,0.14086860395086132,60.28173720790172,3.2817372079017226,75.2956569802457,0.14086860395086132,pass
1.0,0.0,0.624943770407832,0.375056229592168,1.0,0.0,1.0,0.624943770407832,1.0,0.0,0.624943770407832,0.624943770407832,0.375056229592168,1.0,0.0,0.0,1.0,0.375056229592168,0.624943770407832,62.249887540815664,14.0,71.62494377040784,2.6249437704078318,pass
0.0,0.2711294905114042,1.0,0.0,1.0,0.0,0.0,0.7288705094885958,0.0,0.0,1.0,0.0,1.0,0.7288705094885958,0.2711294905114042,0.7288705094885958,0.2711294905114042,0.2711294905114042,0.0,65.45774101897719,8.084517962045616,67.7288705094886,0.2711294905114042,pass
1.0,0.0,0.0,0.0,1.0,0.9319127325974559,0.06808726740254412,1.0,0.06808726740254412,0.0,0.0,0.0,0.06808726740254412,0.0,1.0,1.0,0.0,0.06808726740254412,0.9319127325974559,61.93191273259745,8.65956366298728,58.34043633701272,0.27234906961017646,pass
0.7211280737390351,0.2788719262609649,0.2788719262609649,0.0,0.7211280737390351,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2788719262609649,0.7211280737390351,0.7211280737390351,0.2788719262609649,0.7211280737390351,0.0,61.27887192626096,3.721128073739035,64.11548770504386,3.1633842212171053,pass
0.0,1.0,0.049788794134569825,0.0,1.0,0.049788794134569825,0.0,1.0,0.049788794134569825,0.0,0.9502112058654302,0.9502112058654302,0.049788794134569825,1.0,0.0,1.0,0.0,0.0,0.049788794134569825,62.90042241173086,11.04978879413457,51.04978879413457,0.09957758826913965,pass
0.0632626718206748,0.9367373281793252,0.9367373281793252,0.0,0.9367373281793252,0.0,0.0632626718206748,0.0632626718206748,1.0,0.0,0.9367373281793252,0.0,0.9367373281793252,0.0632626718206748,0.9367373281793252,0.0,1.0,0.0632626718206748,0.0,68.7469493127173,12.810211984537975,53.12652534364135,1.8734746563586504,pass
0.0,0.3969861366354118,0.0,0.0,0.3969861366354118,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3969861366354118,0.0,0.0,1.0,61.206027726729175,5.793972273270824,70.20602772672918,0.6030138633645882,pass
0.0,0.94286728065667,0.0,0.94286728065667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.94286728065667,0.0,0.0,1.0,66.71433640328335,2.17139815802999,72.88573456131334,1.0,pass
1.0,0.0,0.0,0.8937741877619448,0.0,0.10622581223805516,0.8937741877619448,1.0,0.8937741877619448,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8937741877619448,0.0,0.0,62.68132256328583,13.21245162447611,88.31867743671417,0.0,pass
0.0,1.0,0.4701909429299459,0.5298090570700541,0.4701909429299459,1.0,0.0,0.4701909429299459,0.4701909429299459,0.0,0.0,0.0,1.0,1.0,0.0,0.4701909429299459,0.5298090570700541,0.5298090570700541,0.4701909429299459,62.58942717121016,12.0,51.470190942929946,2.0,pass
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3306516492372039,0.0,63.0,11.016090104576776,90.97586484313483,0.3306516492372039,pass
1.0,0.0,0.8315739259104525,0.0,0.8315739259104525,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16842607408954746,0.8315739259104525,0.0,0.0,0.8315739259104525,0.0,63.32629570364181,15.0,85.17898251862684,0.0,pass
0.0,0.8496893775160312,0.15031062248396876,0.0,0.15031062248396876,0.0,0.0,1.0,0.8496893775160312,0.0,1.0,0.8496893775160312,0.15031062248396876,1.0,0.0,0.15031062248396876,0.0,0.8496893775160312,0.0,64.30062124496794,7.0,69.69937875503206,3.398757510064125,pass
0.0,0.9614084380618662,0.0,1.0,0.9614084380618662,0.0,1.0,1.0,1.0,0.0,0.038591561938133845,0.0,1.0,0.0,0.9614084380618662,0.9614084380618662,0.0,1.0,0.0,69.8842253141856,3.3473240574432044,58.0,0.0,pass
0.0,0.12111885408714784,0.0,1.0,1.0,0.8788811459128522,0.12111885408714784,1.0,0.0,0.12111885408714784,0.0,0.8788811459128522,0.12111885408714784,0.12111885408714784,0.8788811459128522,0.8788811459128522,0.12111885408714784,0.12111885408714784,0.8788811459128522,61.757762291825706,6.636643437738556,51.484475416348594,0.24223770817429569,pass
0.0,1.0,0.0,0.6850667725410675,0.0,0.6850667725410675,0.0,1.0,1.0,0.0,0.3149332274589325,0.3149332274589325,0.6850667725410675,1.0,0.0,0.6850667725410675,0.0,0.3149332274589325,0.0,65.37013354508214,9.055200317623203,72.74026709016427,2.629866454917865,pass
0.0,0.12897890792716526,0.12897890792716526,0.8710210920728347,1.0,1.0,0.0,1.0,0.12897890792716526,0.0,0.0,0.8710210920728347,0.12897890792716526,0.12897890792716526,0.8710210920728347,1.0,0.0,0.0,1.0,61.87102109207284,7.6448945396358265,51.12897890792716,0.25795781585433053,pass
0.46846123708708653,0.0,0.5315387629129135,0.46846123708708653,0.0,0.5315387629129135,0.0,0.46846123708708653,1.0,0.0,0.46846123708708653,0.0,1.0,0.46846123708708653,0.5315387629129135,0.0,0.5315387629129135,0.5315387629129135,0.46846123708708653,60.531538762912916,13.0,67.53153876291292,1.0,pass
0.0,0.5983060756960188,0.5983060756960188,0.4016939243039812,0.0,0.4016939243039812,0.5983060756960188,1.0,1.0,0.0,0.4016939243039812,0.0,0.5983060756960188,1.0,0.0,0.0,0.0,0.0,1.0,60.0,16.19661215139204,64.79491822708806,0.0,pass
0.0,0.9690293965774899,1.0,0.0,0.9690293965774899,1.0,0.0,0.9690293965774899,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.030970603422510123,0.0,63.90708818973247,9.12388241369004,68.0,0.030970603422510123,pass
0.2748956582570877,0.7251043417429123,0.2748956582570877,0.7251043417429123,0.0,0.2748956582570877,0.0,1.0,0.7251043417429123,0.0,0.0,0.0,0.7251043417429123,0.0,0.2748956582570877,0.0,0.2748956582570877,0.7251043417429123,0.2748956582570877,63.37447829128544,5.099582633028351,77.7251043417429,2.4502086834858243,pass
0.0,1.0,0.03279987427689601,0.0,1.0,0.03279987427689601,0.0,1.0,0.03279987427689601,0.0,0.967200125723104,0.967200125723104,0.03279987427689601,1.0,0.0,1.0,0.0,0.0,0.03279987427689601,62.934400251446206,11.032799874276897,51.0327998742769,0.06559974855379203,pass
0.0,1.0,0.579664610804501,0.42033538919549895,0.579664610804501,0.579664610804501,0.0,1.0,0.42033538919549895,0.579664610804501,0.0,0.0,1.0,0.579664610804501,0.0,0.0,0.579664610804501,0.42033538919549895,0.579664610804501,60.840670778391,3.420335389195499,78.0,1.840670778390998,pass
0.8951000290662443,0.10489997093375569,0.0,0.10489997093375569,1.0,0.0,1.0,1.0,0.0,1.0,0.8951000290662443,0.0,1.0,0.10489997093375569,0.8951000290662443,0.0,0.10489997093375569,0.10489997093375569,0.8951000290662443,60.89510002906624,8.475500145331221,53.20979994186751,0.20979994186751139,pass
1.0,0.0,0.9826524114935692,0.01734758850643081,1.0,0.01734758850643081,0.9826524114935692,1.0,0.0,0.0,0.9826524114935692,0.9826524114935692,0.01734758850643081,0.01734758850643081,0.9826524114935692,0.01734758850643081,0.9826524114935692,0.9826524114935692,0.0,68.01734758850642,12.965304822987138,65.98265241149358,0.0,pass
0.6370475535036275,0.3629524464963725,1.0,0.0,0.3629524464963725,0.6370475535036275,0.3629524464963725,1.0,0.3629524464963725,0.0,0.0,0.0,0.3629524464963725,0.0,1.0,0.0,1.0,0.0,1.0,64.82228532102177,8.0,77.36295244649638,0.6370475535036275,pass
0.0,1.0,0.0,0.8383623062154082,0.1616376937845918,0.8383623062154082,0.0,0.1616376937845918,0.0,0.0,0.1616376937845918,0.1616376937845918,0.8383623062154082,1.0,0.0,0.1616376937845918,0.8383623062154082,0.8383623062154082,0.0,63.83836230621541,11.838362306215409,51.0,1.6767246124308164,pass
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9058493899993058,1.0,0.0,1.0,0.0,70.0,3.376602440002777,57.34094572999514,0.0,pass
